19810101
-1.62,-12.02
-7.53,-20.44
-13.61,-32.27
-19.86,-36.06
-13.57,-30.99
-4.90,-15.72
-10.17,-27.93
-14.95,-25.36
-10.58,-25.15
-17.56,-30.57
-13.54,-29.40
-6.42,-25.76
0.23,-14.28
-2.78,-12.73
-5.52,-20.97
-10.62,-23.52
-7.54,-21.71
1.76,-14.23
5.47,-14.36
2.17,-14.40
-2.85,-15.37
5.19,-14.06
4.93,-13.41
7.38,-10.20
9.99,-6.76
1.90,-8.51
-5.84,-18.81
-9.92,-19.02
-9.56,-24.26
-7.95,-26.39
-4.19,-21.15
-4.00,-17.45
-13.37,-26.59
-16.18,-27.11
-11.93,-27.02
-8.85,-25.54
-5.21,-14.37
-3.77,-12.23
-5.40,-22.67
-12.92,-25.87
-16.88,-28.60
-19.61,-36.86
-17.28,-35.40
-10.35,-28.29
0.40,-17.07
4.95,-9.86
8.29,-4.15
11.04,-4.01
11.29,-1.35
9.85,-2.26
7.40,-3.42
8.28,-2.13
4.36,-3.30
5.39,-4.64
5.44,-5.19
3.40,-9.00
3.95,-9.55
3.94,-7.13
-0.37,-7.25
-1.19,-7.98
-0.14,-16.48
-1.52,-16.54
4.73,-9.90
1.06,-14.49
-1.49,-16.42
-0.97,-15.05
2.78,-12.49
4.40,-8.16
1.63,-5.99
3.57,-8.05
11.84,-5.65
7.38,-8.87
3.51,-8.08
13.62,-3.08
5.75,-8.86
12.17,-8.70
1.91,-10.17
1.56,-9.19
2.74,-11.53
6.53,-9.47
8.56,-6.44
10.54,-8.78
11.71,-5.03
15.79,-2.12
8.25,-1.21
9.23,-4.65
12.28,0.13
16.40,1.49
6.20,0.44
6.78,-0.05
5.96,-0.95
8.57,-2.14
17.94,1.56
5.70,-3.29
5.25,-8.92
9.14,-6.19
14.91,-0.13
14.08,-3.32
14.38,-3.76
17.43,2.81
17.17,-5.65
6.37,-4.29
15.74,0.62
6.97,-8.99
7.44,-6.79
19.25,3.33
19.01,6.69
13.45,-6.94
13.77,-1.46
10.94,-5.48
10.70,-0.65
9.18,1.44
8.49,-0.24
6.11,-1.70
12.37,-1.06
14.24,-0.02
21.28,5.01
11.80,4.33
14.59,5.42
13.47,3.31
14.50,-0.89
17.31,0.67
22.57,7.08
20.60,6.01
16.25,1.02
16.02,-3.16
17.64,-0.51
18.10,3.82
15.69,-1.84
8.98,-6.67
13.62,-0.21
16.40,-1.15
18.95,-0.88
21.29,0.29
22.63,4.01
23.23,7.40
19.98,3.63
19.75,0.29
21.70,0.65
25.07,4.94
26.42,5.60
26.83,12.55
25.22,13.31
19.63,12.09
17.25,9.27
15.52,8.32
15.57,8.87
19.81,9.04
20.17,10.97
19.64,3.95
17.36,2.70
18.69,7.80
20.39,8.84
18.07,9.83
24.35,8.24
25.28,11.42
24.98,9.26
25.21,11.84
25.44,9.61
21.25,5.96
22.34,7.23
22.77,7.56
25.09,7.67
24.52,13.73
20.24,14.81
23.68,9.56
21.45,6.80
23.59,7.60
23.11,8.98
18.63,5.98
18.48,8.89
20.81,8.16
17.34,9.01
19.72,7.68
17.57,10.84
23.53,8.85
23.62,8.06
25.41,11.89
23.34,15.23
23.72,13.22
23.54,7.34
25.13,11.80
26.29,12.94
27.08,15.03
27.28,11.43
28.55,11.89
31.19,15.46
32.78,19.02
