19810101
-0.62,-9.45
-5.00,-16.96
-10.49,-28.45
-19.12,-29.43
-13.02,-26.63
-2.04,-14.80
-7.47,-24.65
-14.11,-23.05
-11.01,-23.11
-16.72,-27.24
-13.58,-26.96
-5.60,-23.94
1.12,-12.19
-1.45,-11.16
-3.88,-19.52
-10.39,-21.90
-6.90,-20.18
1.74,-12.38
6.76,-11.68
2.26,-12.94
-2.63,-14.09
5.16,-12.34
5.94,-11.10
8.63,-8.05
12.65,-4.46
2.83,-6.53
-4.68,-16.29
-8.88,-16.92
-8.75,-22.13
-7.54,-22.35
-3.33,-17.93
-4.38,-15.42
-13.11,-23.94
-15.23,-24.82
-11.26,-24.25
-9.13,-23.12
-4.68,-13.07
-3.19,-11.56
-6.34,-22.06
-12.73,-24.10
-16.38,-24.94
-19.78,-33.67
-16.45,-32.28
-9.36,-23.40
1.90,-14.69
4.68,-6.44
7.93,-3.66
10.85,-2.39
13.20,-0.54
11.48,-0.14
9.81,-3.36
10.11,-1.66
5.38,-2.47
6.01,-4.08
6.43,-3.93
5.54,-6.26
4.32,-6.99
4.38,-6.13
0.14,-5.21
-0.37,-6.32
0.46,-14.88
-1.67,-15.02
5.90,-7.14
1.98,-10.98
0.71,-13.56
-0.41,-13.27
3.01,-10.46
5.06,-7.46
2.82,-6.11
4.22,-6.84
12.35,-5.36
9.63,-6.98
3.75,-7.10
16.80,-4.16
8.77,-8.28
13.32,-6.49
3.64,-8.86
2.90,-8.09
4.14,-9.85
7.09,-7.28
9.67,-5.50
12.34,-5.69
14.07,-2.90
16.38,-0.81
11.60,-0.28
9.05,-2.93
14.31,1.06
17.66,4.01
8.63,2.59
7.55,1.68
7.76,-0.00
10.33,-0.77
19.53,3.62
6.68,-1.82
4.95,-6.71
9.25,-2.96
17.50,0.52
15.16,0.31
15.44,-1.90
19.00,4.00
18.45,-1.59
7.23,-1.38
18.81,2.94
8.67,-6.69
8.14,-4.61
19.43,2.85
21.34,7.58
16.62,-4.42
14.18,1.45
12.26,-3.57
11.46,1.03
11.46,2.69
9.59,0.82
7.89,-1.34
15.67,1.13
16.94,3.14
22.83,6.28
15.56,6.35
15.62,6.38
14.59,3.84
16.08,0.84
16.95,2.94
25.98,8.59
21.15,7.77
16.38,2.39
17.11,-0.24
17.86,0.99
18.29,5.12
18.22,1.07
9.57,-4.75
13.92,-0.16
16.87,0.87
17.56,-0.01
21.29,2.53
22.87,4.92
24.38,8.57
21.73,6.10
18.03,1.59
20.84,1.15
24.20,4.10
26.53,8.18
27.65,12.07
26.26,13.99
21.45,11.16
14.79,8.91
15.32,9.65
16.44,10.22
20.08,11.15
18.77,11.65
21.29,5.87
18.45,5.80
20.77,9.00
24.41,11.58
17.33,11.68
23.94,10.77
25.70,12.94
25.86,10.44
26.67,13.60
26.81,11.70
21.47,9.89
22.82,8.47
23.55,9.23
25.39,9.95
23.65,14.80
20.79,16.18
23.68,10.63
20.59,8.24
24.31,9.70
23.82,10.98
20.33,9.27
17.10,9.70
21.38,10.36
18.17,10.27
20.05,9.98
18.28,12.48
24.49,11.30
24.59,9.76
26.45,14.10
24.76,17.40
25.73,14.68
24.21,10.05
26.14,12.99
27.11,14.58
27.91,17.41
28.20,13.87
28.89,12.97
31.11,16.69
32.52,19.79
31.64,21.77
28.93,9.20
28.79,11.90
31.33,17.42
29.51,18.59
28.90,17.69
29.20,17.46
22.24,15.35
21.01,14.28
27.76,15.04
28.33,14.40
27.72,15.19
26.90,16.18
27.65,14.89
22.16,11.89
22.55,12.84
25.67,15.20
25.51,11.96
20.62,10.68
22.21,8.35
20.88,8.39
23.15,9.87
23.30,15.11
26.62,17.59
29.03,18.12
27.52,16.31
28.20,17.11
26.56,13.85
26.96,15.70
27.85,15.63
24.05,15.58
25.45,13.52
25.13,13.24
22.23,9.75
24.92,11.25
27.56,14.34
29.80,15.46
30.18,17.03
27.62,12.56
23.11,9.40
21.52,6.70
23.18,7.50
24.26,9.53
25.37,11.83
26.84,15.26
26.69,16.45
24.36,16.59
24.46,17.34
22.72,16.21
21.44,16.17
21.48,13.38
23.44,9.76
20.53,11.07
23.29,13.44
25.95,15.70
21.51,9.20
20.82,6.97
22.82,9.40
19.05,4.65
20.72,6.10
23.96,10.85
26.67,11.88
22.34,9.36
24.71,10.50
30.68,11.20
29.51,12.46
25.42,9.34
28.26,11.03
25.88,5.90
20.31,6.03
16.21,4.28
14.60,1.29
16.79,1.97
22.96,4.27
21.74,3.31
21.46,4.93
19.26,5.74
15.87,6.80
15.24,5.98
18.39,7.17
17.14,12.29
15.78,6.43
11.61,-1.67
12.39,0.13
15.05,4.37
9.22,1.73
