19810101
-1.09,-10.85
-6.31,-18.78
-11.83,-30.20
-19.48,-32.41
-13.50,-29.02
-3.37,-15.86
-8.33,-26.34
-14.14,-23.95
-10.89,-23.95
-16.89,-28.97
-13.39,-28.21
-6.08,-25.29
0.84,-13.67
-2.10,-12.55
-4.50,-20.44
-10.39,-23.11
-7.04,-21.17
1.73,-13.61
6.31,-13.55
2.17,-14.08
-2.39,-14.97
4.92,-13.60
5.65,-12.60
8.12,-9.43
11.43,-6.06
2.29,-8.00
-5.37,-17.42
-9.12,-18.16
-9.08,-23.62
-7.65,-24.28
-3.71,-19.23
-4.46,-16.75
-13.21,-25.61
-15.55,-26.72
-11.44,-26.04
-9.08,-24.61
-5.06,-14.13
-3.45,-12.57
-6.14,-23.15
-12.80,-25.40
-16.56,-26.97
-19.52,-35.65
-16.78,-34.45
-9.94,-25.67
1.37,-16.63
4.72,-8.35
7.97,-4.68
10.56,-3.83
12.17,-2.05
10.51,-2.11
8.85,-3.87
9.09,-2.72
4.78,-3.45
5.70,-4.88
5.84,-5.11
4.52,-7.82
4.30,-8.28
3.99,-7.00
-0.18,-6.76
-0.70,-7.33
-0.27,-15.97
-1.27,-16.17
4.91,-8.46
1.58,-13.13
-0.22,-15.54
-0.45,-14.63
2.81,-11.77
4.47,-8.22
2.01,-6.21
3.78,-7.80
11.69,-6.14
8.40,-7.98
3.56,-7.70
15.19,-4.57
7.49,-8.73
12.63,-7.82
2.83,-9.64
2.30,-8.85
3.61,-10.77
6.89,-8.41
9.11,-6.24
11.60,-6.98
13.05,-3.64
15.94,-1.59
9.77,-0.95
8.91,-3.81
13.49,0.48
16.42,2.59
7.30,1.45
7.10,0.56
6.84,-0.69
9.06,-1.70
18.27,2.40
5.91,-2.82
5.20,-8.01
8.96,-4.72
15.83,-0.25
14.44,-1.67
14.92,-3.14
17.87,3.25
17.64,-3.80
6.68,-2.85
17.21,1.70
7.63,-8.06
7.40,-5.94
19.25,2.23
19.96,6.80
15.29,-5.82
13.58,0.07
11.39,-4.71
10.83,0.11
10.07,1.74
8.99,0.04
6.77,-1.79
14.02,-0.33
15.38,1.49
21.85,5.23
13.43,5.28
14.85,5.71
13.37,3.24
15.14,-0.17
17.15,2.00
24.12,7.03
20.36,6.60
16.43,1.59
16.46,-1.70
17.55,0.19
17.84,4.17
16.33,-0.39
9.48,-5.74
13.66,-0.55
16.52,-0.13
18.35,-0.51
21.17,1.55
22.65,4.50
23.42,7.04
21.04,4.62
19.08,0.97
21.30,0.88
24.44,3.89
26.36,6.73
27.25,11.54
25.33,13.49
20.57,11.63
15.97,8.88
15.49,8.94
15.90,9.36
19.76,10.17
18.78,11.07
20.36,4.62
17.88,4.27
18.90,8.22
22.31,9.84
17.51,10.58
23.97,9.56
25.27,11.95
25.49,9.84
25.90,12.46
25.74,10.31
21.17,7.73
22.45,7.61
23.07,8.05
25.16,8.78
23.85,14.23
19.91,15.33
23.58,9.72
20.90,7.28
23.73,8.39
23.18,9.78
19.45,7.34
17.65,8.94
20.98,9.20
17.47,9.22
19.29,8.64
17.80,11.37
23.93,9.86
24.10,8.73
25.70,13.00
23.88,16.18
24.66,13.59
23.92,8.77
25.58,12.19
26.48,13.67
27.42,15.92
27.72,12.48
28.67,12.32
30.91,15.94
32.40,19.19
30.58,20.92
28.70,8.80
28.60,10.98
29.91,16.45
29.45,17.53
29.24,15.56
28.64,16.04
20.42,13.97
20.99,13.17
26.80,13.89
27.56,13.41
27.60,14.08
26.86,14.74
27.13,13.56
21.66,10.30
22.16,12.34
24.98,14.49
24.21,10.73
20.54,8.98
21.93,6.98
21.51,7.84
23.47,9.03
23.88,14.20
26.10,16.14
28.03,16.08
27.52,15.05
27.60,15.71
25.79,12.71
26.97,14.72
26.58,14.65
23.10,14.95
24.91,12.32
24.18,12.73
22.04,8.78
24.63,10.53
26.71,13.44
28.40,14.05
29.59,16.09
26.46,11.48
22.26,7.81
21.35,6.50
23.09,7.47
23.98,9.22
25.14,11.18
25.92,14.43
25.07,15.45
23.92,15.86
24.18,16.72
21.77,15.57
21.34,15.11
22.05,12.00
23.43,9.14
20.98,10.63
23.25,12.47
25.02,14.36
20.57,8.20
20.17,5.77
21.55,8.45
18.21,3.58
19.89,5.48
22.81,9.51
24.93,10.75
21.85,8.39
24.23,9.29
29.25,9.65
27.54,10.79
24.69,8.36
26.99,9.67
24.11,4.42
19.38,4.39
15.16,3.55
14.37,0.63
16.37,1.58
21.78,2.63
20.42,1.63
20.00,3.80
17.64,4.98
14.78,5.83
14.87,5.17
17.68,6.73
15.62,10.71
14.53,4.82
9.84,-2.68
10.18,-1.14
12.61,3.31
7.99,0.53
8.92,-3.40
13.56,-1.33
13.47,4.81
10.92,6.38
10.13,1.51
12.41,-2.09
14.88,-0.36
15.77,6.19
11.21,5.14
16.30,4.39
16.84,6.56
14.23,7.03
11.55,2.75
12.09,1.28
14.03,1.08
17.45,1.90
9.88,-0.40
4.78,-4.62
15.21,-0.53
6.58,-4.96
0.02,-6.44
-0.94,-8.62
-1.79,-8.13
1.14,-5.53
2.00,-7.91
8.75,-3.37
9.29,-1.65
12.91,3.42
13.42,4.60
12.78,1.93
15.24,-2.22
17.28,-2.28
15.94,-1.92
17.15,-0.58
15.50,2.60
9.33,-3.69
14.29,-3.97
14.82,-4.20
3.09,-11.08
4.71,-10.00
